episode,reward,epsilon,avg_loss
89,10.65921052631579,0.40882017442254937,4.842942582070828
90,10.559210526315791,0.4047319726783239,7.709749084711075
91,10.57171052631579,0.40068465295154065,6.3880723983049394
92,9.509210526315789,0.39667780642202527,10.2174420773983
93,10.04671052631579,0.392711028357805,7.381199622154236
94,10.32171052631579,0.38878391807422696,6.408993265032768
95,10.309210526315786,0.3848960788934847,8.65434064269066
96,9.89671052631579,0.38104711810454983,13.89166853427887
97,10.63421052631579,0.37723664692350434,8.629225170612335
98,10.12171052631579,0.37346428045426927,8.86449001431465
99,10.134210526315787,0.36972963764972655,8.206461882591247
100,10.346710526315789,0.36603234127322926,9.779666100442409
101,10.334210526315788,0.36237201786049694,10.909601378440858
102,9.596710526315787,0.358748297681892,12.022615033388139
103,9.734210526315787,0.35516081470507305,12.006915760040282
104,9.25921052631579,0.3516092065580223,11.728779888153076
105,9.384210526315789,0.34809311449244207,11.649787110090255
106,10.80921052631579,0.34461218334751764,14.159031397104263
107,10.80921052631579,0.34116606151404244,8.42645063996315
108,10.096710526315793,0.337754400898902,12.198605525493623
109,10.44671052631579,0.334376856889913,13.509881436824799
110,9.77171052631579,0.33103308832101386,13.712536662817001
111,10.134210526315789,0.3277227574378037,14.034861719608307
112,10.83421052631579,0.3244455298634257,11.337319642305374
113,9.82171052631579,0.3212010745647914,13.182157272100449
114,10.68421052631579,0.3179890638191435,13.189850944280625
115,10.48421052631579,0.31480917318095203,14.729877543449401
116,9.534210526315789,0.3116610814491425,17.206809043884277
117,10.02171052631579,0.30854447063465107,14.252175104618072
118,10.85921052631579,0.30545902592830454,16.140764153003694
119,10.009210526315789,0.3024044356690215,15.631510198116302
120,10.709210526315792,0.29938039131233124,16.58743735551834
121,10.58421052631579,0.2963865873992079,19.42251615524292
122,9.69671052631579,0.29342272152521587,17.481348478794096
123,10.184210526315788,0.2904884943099637,14.355897855758666
124,10.634210526315789,0.28758360936686406,20.812761116027833
125,10.121710526315788,0.2847077732731954,16.131434559822083
126,9.38421052631579,0.28186069554046345,15.06414328813553
127,9.84671052631579,0.2790420885850588,24.61505048274994
128,10.434210526315788,0.2762516676992082,22.968164527416228
129,9.459210526315788,0.27348915102221616,23.74353790283203
130,10.18421052631579,0.270754259511994,19.72174479961395
131,11.171710526315788,0.26804671691687404,23.57006686925888
132,10.48421052631579,0.2653662497477053,23.880384957790376
133,10.70921052631579,0.2627125872502282,17.959349650144578
134,10.471710526315787,0.2600854613777259,26.60386770963669
135,10.346710526315787,0.2574846067639487,22.297359561920167
136,10.33421052631579,0.2549097606963092,30.20290403366089
137,10.37171052631579,0.2523606630893461,27.227763104438782
138,11.009210526315789,0.24983705645845267,29.42796492576599
139,10.321710526315789,0.24733868589386815,26.4054982483387
140,11.134210526315787,0.24486529903492946,18.20398291349411
141,9.95921052631579,0.24241664604458016,22.199709260463713
142,9.89671052631579,0.23999247958413436,27.550489914417266
143,10.084210526315788,0.23759255478829303,30.769737660884857
144,9.87171052631579,0.2352166292404101,25.854909336566926
145,10.346710526315789,0.232864462948006,31.578773546218873
146,9.809210526315788,0.23053581831852593,40.420905351638794
147,10.571710526315789,0.22823046013534068,27.66917805671692
148,10.571710526315789,0.22594815553398728,27.781468451023102
149,9.984210526315788,0.22368867397864742,37.16004090309143
150,10.00921052631579,0.22145178723886094,39.57082734107971
151,10.321710526315789,0.21923726936647234,42.15714151859284
152,10.45921052631579,0.2170448966728076,41.536398792266844
153,9.559210526315788,0.21487444770607952,32.191489005088805
154,10.62171052631579,0.21272570322901874,34.789542007446286
155,9.821710526315792,0.21059844619672854,41.70753083229065
156,10.121710526315788,0.20849246173476127,32.58878244161606
157,9.99671052631579,0.20640753711741366,39.60547633171082
158,10.309210526315791,0.20434346174623952,32.33701968193054
159,10.784210526315789,0.20230002712877712,37.41098301410675
160,10.284210526315787,0.20027702685748935,43.17490940093994
161,10.07171052631579,0.19827425658891445,56.36133913993835
162,11.071710526315789,0.1962915140230253,41.33224258422852
163,10.559210526315791,0.19432859888279505,45.95843517780304
164,11.659210526315789,0.1923853128939671,36.8639790058136
165,9.884210526315789,0.19046145976502743,49.263046288490294
166,11.33421052631579,0.18855684516737714,41.2700581073761
167,10.821710526315787,0.18667127671570335,32.85367516875267
168,9.996710526315788,0.18480456394854633,34.413110107183456
169,10.221710526315789,0.18295651830906087,41.360473895072936
170,9.85921052631579,0.18112695312597027,27.31681191921234
171,9.72171052631579,0.17931568359471056,45.156096363067626
172,10.63421052631579,0.17752252675876345,49.44005875587463
173,11.071710526315789,0.17574730149117582,40.53769152164459
174,10.184210526315791,0.17398982847626407,41.11501560211182
175,10.359210526315788,0.17224993019150142,39.04055035114288
176,9.846710526315789,0.1705274308895864,46.38821365833282
177,10.071710526315789,0.16882215658069055,40.52240061759949
178,11.396710526315792,0.16713393501488363,47.702597773075105
179,9.921710526315788,0.16546259566473479,41.475174808502196
180,10.20921052631579,0.16380796970808745,40.696892046928404
181,10.209210526315788,0.16216989001100657,44.26545513868332
182,10.00921052631579,0.1605481911108965,43.445755165815356
183,10.259210526315792,0.15894270919978754,42.55740523338318
184,10.271710526315788,0.15735328210778965,27.412580811977385
185,9.92171052631579,0.15577974928671176,40.04534919261933
186,10.096710526315789,0.15422195179384465,39.0368291258812
187,9.65921052631579,0.1526797322759062,48.72486925125122
188,10.684210526315788,0.15115293495314713,52.2289857506752
189,10.659210526315787,0.14964140560361566,43.160728907585145
190,9.184210526315788,0.1481449915475795,45.59231638908386
191,10.19671052631579,0.1466635416321037,47.08896315097809
192,11.659210526315789,0.14519690621578268,43.69882435798645
193,9.67171052631579,0.14374493715362485,53.05484470129013
194,10.79671052631579,0.1423074877820886,39.39535242319107
195,10.046710526315787,0.1408844129042677,48.744673943519594
196,9.99671052631579,0.13947556877522502,52.57496497631073
197,9.78421052631579,0.13808081308747278,63.280962753295896
198,10.52171052631579,0.13670000495659804,45.047204756736754
199,10.321710526315792,0.13533300490703207,58.60600574016571
200,10.221710526315789,0.13397967485796175,49.305743551254274
201,10.07171052631579,0.13263987810938213,69.92983396053314
202,10.28421052631579,0.1313134793282883,63.68021469116211
203,11.13421052631579,0.13000034453500542,59.114974808692935
204,10.90921052631579,0.12870034108965536,63.99418354034424
205,10.159210526315787,0.12741333767875881,67.44481737613678
206,10.734210526315788,0.12613920430197123,56.62429609298706
207,10.634210526315789,0.12487781225895152,51.806833386421204
208,10.18421052631579,0.123629034136362,58.18382043838501
209,10.421710526315787,0.12239274379499838,54.1147741317749
210,10.009210526315789,0.1211688163570484,55.815710830688474
211,9.98421052631579,0.11995712819347792,58.77320837974548
212,10.071710526315789,0.11875755691154315,50.675117111206056
213,10.009210526315785,0.11756998134242772,52.424950790405276
214,9.921710526315788,0.11639428152900344,49.65109961032867
215,10.29671052631579,0.11523033871371341,63.78080189228058
216,10.634210526315789,0.11407803532657627,44.51672912836075
217,10.23421052631579,0.11293725497331052,67.40020003318787
218,9.796710526315788,0.1118078824235774,64.85574588775634
219,10.35921052631579,0.11068980359934164,59.64136073589325
220,10.99671052631579,0.10958290556334822,66.23253655433655
221,10.534210526315789,0.10848707650771475,57.671527934074405
222,10.784210526315785,0.1074022057426376,68.16426043510437
223,10.171710526315788,0.10632818368521123,68.41770020723342
224,9.559210526315788,0.10526490184835911,67.12627484798432
225,10.684210526315791,0.10421225282987552,62.967625522613524
226,10.284210526315789,0.10317013030157676,58.562137722969055
227,10.40921052631579,0.10213842899856099,49.643082451820376
228,10.034210526315789,0.10111704470857538,64.48478298187256
229,10.534210526315789,0.10010587426148963,60.13169112205505
230,10.571710526315789,0.09910481551887473,56.87720537185669
231,9.771710526315788,0.09811376736368599,65.89836423397064
232,9.40921052631579,0.09713262969004913,52.49856901168823
233,10.859210526315792,0.09616130339314863,36.41903245449066
234,10.396710526315792,0.09519969035921715,57.815531766414644
235,10.684210526315788,0.09424769345562498,54.76290853023529
236,9.809210526315788,0.09330521652106873,68.06332175135613
237,10.384210526315789,0.09237216435585804,51.173463106155396
238,10.546710526315788,0.09144844271229946,61.09617881774902
239,10.94671052631579,0.09053395828517646,70.55868268013
240,9.709210526315788,0.08962861870232469,65.4764012336731
241,10.471710526315789,0.08873233251530144,66.83384813070298
242,10.021710526315792,0.08784500919014843,72.63292117118836
243,9.97171052631579,0.08696655909824694,64.31012196540833
244,9.58421052631579,0.08609689350726446,51.12583919763565
245,10.04671052631579,0.08523592457219181,71.01519167423248
246,9.784210526315789,0.0843835653264699,63.42766247987747
247,9.896710526315792,0.0835397296732052,76.41278252601623
248,9.77171052631579,0.08270433237647315,59.67282919883728
249,10.73421052631579,0.08187728905270841,68.05784435272217
250,10.284210526315789,0.08105851616218133,61.891284465789795
251,10.65921052631579,0.08024793100055952,62.83816649913788
252,10.87171052631579,0.07944545169055392,83.35847196578979
253,9.621710526315791,0.07865099717364837,60.58839898109436
254,9.809210526315791,0.07786448720191189,70.32529549598694
255,9.65921052631579,0.07708584232989277,69.84364614486694
256,9.971710526315789,0.07631498390659384,65.12826976776122
257,9.796710526315788,0.07555183406752791,47.00598851442337
258,10.171710526315788,0.07479631572685264,73.45583508014678
259,9.734210526315788,0.07404835256958411,66.48574016094207
260,10.84671052631579,0.07330786904388827,70.76603744029998
261,9.821710526315789,0.07257479035344938,66.46131207942963
262,9.684210526315791,0.07184904244991488,84.27168126106262
263,10.62171052631579,0.07113055202541574,64.11746542453766
264,10.43421052631579,0.07041924650516158,62.97745325565338
265,9.784210526315787,0.06971505404010997,73.73668396472931
266,9.396710526315788,0.06901790349970886,75.51105437278747
267,9.75921052631579,0.06832772446471178,63.20076286792755
268,10.409210526315787,0.06764444722006466,56.279197895526885
269,10.446710526315789,0.066968002747864,84.01139582395554
270,9.88421052631579,0.06629832272038537,73.19977960586547
271,9.996710526315788,0.06563533949318151,85.27657279968261
272,9.596710526315787,0.06497898609824969,65.37181179523468
273,9.95921052631579,0.0643291962372672,58.62325284481049
274,10.509210526315789,0.06368590427489453,61.46265256404877
275,10.02171052631579,0.06304904523214558,74.13687057495117
276,10.234210526315788,0.06241855477982412,90.84080474376678
277,10.709210526315792,0.06179436923202588,77.26490468978882
278,10.72171052631579,0.06117642553970562,85.4782223701477
279,10.646710526315786,0.06056466128430856,93.83219232559205
280,10.421710526315788,0.05995901467146548,75.70664441585541
281,9.88421052631579,0.05935942452475082,76.39451789855957
282,10.196710526315789,0.058765830279503314,67.31795024871826
283,10.29671052631579,0.05817817197670828,75.93918209075927
284,10.246710526315791,0.057596390256941195,83.39181556701661
285,9.696710526315789,0.05702042635437178,84.71090188026429
286,9.64671052631579,0.05645022209082806,73.7696884393692
287,11.209210526315788,0.05588571986991978,89.83655364513398
288,10.15921052631579,0.055326862671220584,93.48515765666961
289,9.58421052631579,0.05477359404450838,82.0049904346466
290,10.34671052631579,0.054225858104063294,97.55377249717712
291,10.409210526315787,0.05368359952302266,59.10257315635681
292,10.48421052631579,0.053146763527792434,65.33672077655793
293,10.57171052631579,0.052615295892514506,88.0592796087265
294,10.659210526315789,0.052089142933589364,91.2923540353775
295,10.721710526315789,0.05156825150425347,90.77939519882202
296,10.284210526315789,0.051052568989210935,84.47958891391754
297,10.50921052631579,0.05054204329931883,84.2063377380371
298,9.746710526315788,0.05003662286632564,70.81296329498291
299,10.55921052631579,0.04953625663766238,98.37809524536132
300,10.67171052631579,0.04953625663766238,69.36174890995025
301,10.14671052631579,0.04953625663766238,83.98688695430755
302,10.571710526315789,0.04953625663766238,94.45836701393128
303,9.659210526315793,0.04953625663766238,80.04651169776916
304,9.796710526315787,0.04953625663766238,105.83430588245392
305,10.45921052631579,0.04953625663766238,75.30491993427276
306,10.346710526315789,0.04953625663766238,82.03484544754028
307,10.27171052631579,0.04953625663766238,72.83127636909485
308,11.271710526315788,0.04953625663766238,96.49269776344299
309,10.58421052631579,0.04953625663766238,87.31782497763633
310,10.821710526315787,0.04953625663766238,79.46137079000474
311,10.30921052631579,0.04953625663766238,80.92098271846771
312,10.359210526315788,0.04953625663766238,93.59306726455688
313,10.721710526315789,0.04953625663766238,98.15333273410798
314,10.521710526315788,0.04953625663766238,65.6332998752594
315,11.009210526315789,0.04953625663766238,84.07983502149582
316,10.984210526315788,0.04953625663766238,89.1202755689621
317,10.00921052631579,0.04953625663766238,120.60632467269897
318,9.74671052631579,0.04953625663766238,124.10405950546264
319,10.93421052631579,0.04953625663766238,92.31694827079772
320,10.03421052631579,0.04953625663766238,87.77198777198791
321,10.42171052631579,0.04953625663766238,77.76264922618866
322,10.32171052631579,0.04953625663766238,82.47683261632919
323,9.971710526315789,0.04953625663766238,95.15981116294861
324,10.58421052631579,0.04953625663766238,67.82919099330903
325,10.596710526315789,0.04953625663766238,92.44076610207557
326,10.209210526315788,0.04953625663766238,81.92755444049835
327,10.184210526315788,0.04953625663766238,101.13169536590576
328,10.259210526315789,0.04953625663766238,90.69997115135193
329,10.509210526315787,0.04953625663766238,103.95676226615906
330,10.634210526315787,0.04953625663766238,76.75430400371552
331,10.40921052631579,0.04953625663766238,95.058678150177
332,10.596710526315789,0.04953625663766238,72.6105033993721
333,10.671710526315788,0.04953625663766238,67.55303362607955
334,9.871710526315788,0.04953625663766238,104.87162981033325
335,10.646710526315788,0.04953625663766238,72.62041038274765
336,10.87171052631579,0.04953625663766238,110.85609674453735
337,10.18421052631579,0.04953625663766238,94.55373954772949
338,10.334210526315792,0.04953625663766238,109.97356400489807
339,10.471710526315789,0.04953625663766238,75.60464744567871
340,10.99671052631579,0.04953625663766238,101.73549265861512
341,10.721710526315785,0.04953625663766238,129.64308376312255
342,10.496710526315791,0.04953625663766238,111.85073184967041
343,10.20921052631579,0.04953625663766238,86.16461470127106
344,9.68421052631579,0.04953625663766238,75.07721149921417
345,10.69671052631579,0.04953625663766238,66.24812682867051
346,10.496710526315791,0.04953625663766238,88.00283632278442
347,10.35921052631579,0.04953625663766238,57.123127090930936
348,10.27171052631579,0.04953625663766238,97.7046870470047
349,10.909210526315789,0.04953625663766238,89.08510417938233
350,10.60921052631579,0.04953625663766238,112.41415767669677
351,10.496710526315791,0.04953625663766238,104.17969598770142
352,10.79671052631579,0.04953625663766238,96.46619665622711
353,10.084210526315792,0.04953625663766238,83.05474400520325
354,10.871710526315788,0.04953625663766238,98.12669513225555
355,10.67171052631579,0.04953625663766238,82.6167952299118
356,10.25921052631579,0.04953625663766238,93.55602495670318
357,10.05921052631579,0.04953625663766238,89.61034836769105
358,10.409210526315785,0.04953625663766238,94.25619889497757
359,11.034210526315787,0.04953625663766238,109.44637711048127
360,10.109210526315788,0.04953625663766238,90.36948676109314
361,10.609210526315788,0.04953625663766238,85.45163543224335
362,10.584210526315792,0.04953625663766238,100.28377449512482
363,10.75921052631579,0.04953625663766238,83.49583811759949
364,10.334210526315792,0.04953625663766238,94.79992614984512
365,10.521710526315788,0.04953625663766238,81.54319628477097
366,10.49671052631579,0.04953625663766238,102.68006234169006
367,10.734210526315788,0.04953625663766238,106.05059876441956
368,10.671710526315788,0.04953625663766238,129.642169380188
369,9.221710526315787,0.04953625663766238,116.83493485450745
370,9.39671052631579,0.04953625663766238,108.07256569862366
371,10.984210526315788,0.04953625663766238,79.65023987293243
372,11.54671052631579,0.04953625663766238,95.59828833341598
373,10.946710526315789,0.04953625663766238,107.41294584274291
374,10.259210526315789,0.04953625663766238,136.69124884605407
375,10.77171052631579,0.04953625663766238,99.65353627204895
376,10.184210526315788,0.04953625663766238,120.57321627140045
377,9.88421052631579,0.04953625663766238,117.9412989616394
378,10.27171052631579,0.04953625663766238,95.05845212936401
379,10.54671052631579,0.04953625663766238,138.67972273826598
380,9.98421052631579,0.04953625663766238,100.5409952878952
381,11.05921052631579,0.04953625663766238,95.66542077064514
382,10.62171052631579,0.04953625663766238,123.51032664775849
383,9.809210526315788,0.04953625663766238,96.31232662200928
384,9.759210526315787,0.04953625663766238,118.80167579650879
385,10.309210526315791,0.04953625663766238,92.88826560974121
386,10.284210526315789,0.04953625663766238,93.42110500335693
387,10.509210526315789,0.04953625663766238,130.2581868171692
388,10.059210526315791,0.04953625663766238,103.66697056293488
389,10.671710526315788,0.04953625663766238,149.06119108200073
390,10.04671052631579,0.04953625663766238,110.92027645111084
391,10.296710526315787,0.04953625663766238,113.07084856033325
392,10.346710526315793,0.04953625663766238,135.71438865661622
393,10.121710526315788,0.04953625663766238,122.53944506645203
394,10.45921052631579,0.04953625663766238,135.19882612228395
395,10.334210526315792,0.04953625663766238,124.06408629417419
396,10.05921052631579,0.04953625663766238,122.16770672798157
397,10.859210526315792,0.04953625663766238,126.77770972251892
398,10.23421052631579,0.04953625663766238,121.30120244026185
399,10.62171052631579,0.04953625663766238,117.64785408973694
400,10.54671052631579,0.04953625663766238,96.76258749961853
