Reward_Setting,Average_Infection,Average_Connectivity,Total_Reward
Security_Focused,0.8887499999999999,0.9153225806451613,5.049435483870967
Balanced,0.8862500000000001,0.9153225806451613,6.290725806451612
Utility_Focused,0.8925000000000001,0.9153225806451613,9.459516129032256
